id,impressions,age_0_9,age_10s,age_20s,age_30s,age_40s,age_50_plus,gender_male,gender_female,reason
6SXRFp-6MSo,16,0.0,0.1,0.3,0.3,0.2,0.1,0.3,0.7,"This video focuses on health and exercise, appealing to adults who are interested in maintaining fitness, thus skewing towards the 20s to 40s age group. The casual and conversational tone, along with the presence of discussions about family and childbirth, indicates a higher likelihood of female viewers."
MY_W4Rmjz3c,12,0.0,0.2,0.5,0.2,0.1,0.0,0.2,0.8,"This video focuses on social media drama and relationships involving influencers, which tends to attract a younger, predominantly female audience. The content's emphasis on relationships and personal expression resonates more with viewers in their 20s and 30s, who are frequently engaged in social media."
bArYBuSvroE,1,0.05,0.25,0.35,0.2,0.1,0.05,0.3,0.7,"This video appears to focus on music and possibly a festive theme, suggesting an appeal to younger audiences who are more engaged with music. The emotional and communal aspects of the content may resonate more with female viewers, who often seek such experiences."
iHS964k6jqY,1,0.0,0.1,0.2,0.3,0.3,0.1,0.3,0.7,"This video appeals to viewers who appreciate family values and emotional stories, which often resonate with older age groups. Additionally, the nurturing theme and personal connection might attract a predominantly female audience."
fNc5bNwikgI,1,0.1,0.3,0.4,0.1,0.05,0.05,0.5,0.5,"This video is likely a music video or song with minimal dialogue, attracting younger audiences who consume music content on platforms like YouTube. The gender distribution is balanced as music is universally appealing across all genders."
HrgNWAaXQTI,1,0.0,0.0,0.1,0.2,0.3,0.4,0.5,0.5,"This video is likely to attract an older audience, typically those in their 40s and 50s, because it deals with real estate investments, specifically rural properties. Both genders might be equally interested, as real estate is a universally applicable topic."
dkuM7XmhISc,1,0.05,0.7,0.2,0.03,0.01,0.01,0.4,0.6,"This video is likely to appeal to younger audiences due to its focus on K-pop, a genre predominantly popular among teenagers and young adults. The mention of popular groups like BTS and BLACKPINK suggests a wider female audience inclined towards these artists."
anobgJPftVk,1,0.0,0.05,0.1,0.2,0.3,0.35,0.2,0.8,"This video focuses heavily on gardening and plant care, topics which typically attract an older demographic, particularly those in their 40s and 50s who are more likely to engage in such hobbies. Additionally, the presentation style and content suggest a higher interest among women, likely due to traditional gender roles associated with gardening."
KhzXfEcMO7c,1,0.0,0.05,0.4,0.4,0.1,0.05,0.9,0.1,"This video focuses on luxury cars, particularly appealing to males who are generally more interested in high-performance vehicles. The content also targets younger adults in their 20s and 30s who are more likely to be car enthusiasts and financially capable of such purchases."
4cIvsoPkJmw,9,0.0,0.05,0.2,0.35,0.3,0.1,0.2,0.8,"This video discusses emotional resilience and social interactions, which often resonate more with adults who have workplace or family experiences. The content is likely to appeal more to women due to the focus on relational dynamics and personal feelings."
rbuO7Opf1zk,1,0.05,0.1,0.15,0.25,0.3,0.15,0.4,0.6,"This video focuses on traditional Korean folk music, which is more likely to attract middle-aged and older audiences who have a cultural connection or interest in such themes. The teaching style and traditional content are slightly more appealing to women, who often engage more in cultural and musical education."
YuZMRbPCjUI,1,0.0,0.2,0.6,0.15,0.04,0.01,0.4,0.6,"This video appeals to younger audiences, likely in their 20s, due to its themes around relationships, self-discovery, and personal growth. The style and delivery suggest it would resonate slightly more with females, reflecting personal and emotional narratives."
FeLQ4920ylM,1,0.0,0.6,0.3,0.1,0.0,0.0,0.6,0.4,"This video likely appeals to a younger audience due to its informal and humorous style, which resonates well with teenagers and young adults. The content's playful and chaotic nature might attract a balanced but slightly male-dominated viewership."
aOItczdCJS8,1,0.0,0.1,0.2,0.4,0.2,0.1,0.2,0.8,"This video appears to focus on hair styling for children, which may primarily attract parents or guardians, particularly mothers, who are typically more involved in such activities. The detailed instructions and focus on children's hair care suggest that the audience is likely to be adults, predominantly women in their 30s and 40s."
Qs94roI9NmE,1,0.0,0.1,0.2,0.4,0.2,0.1,0.3,0.7,"This video likely appeals to viewers interested in complex family dramas with intricate plots, a theme often enjoyed by adult audiences. Additionally, the emotional and relational aspects typically attract a predominantly female audience."
9rUWY5wEBhk,1,0.0,0.1,0.2,0.4,0.2,0.1,0.3,0.7,"This video focuses on themes of heartbreak and emotional reflection, which tend to resonate more with older audiences, particularly those in their 30s and 40s. The sentimentality and potential romantic context suggest a higher likelihood of appealing to female viewers."
nL6Y4qlWWQ8,1,0.05,0.1,0.3,0.3,0.15,0.1,0.4,0.6,"This video features a mix of live performances and emotional ballads, which are likely to appeal to a broad range of ages, particularly among young adults and middle-aged viewers. The content seems to resonate more with female audiences due to the emotional and romantic themes expressed in the songs."
_3dx8ENAups,31,0.0,0.05,0.1,0.15,0.3,0.4,0.2,0.8,"This video focuses heavily on religious themes and hymns, which are likely to resonate with an older audience, particularly those in their 40s and 50s who may attend church regularly. Additionally, religious content often appeals more to women, which is reflected in the gender distribution."
A7grWWrt3_U,1,0.01,0.05,0.15,0.4,0.3,0.09,0.4,0.6,"This video discusses the details and quality differences of bone broth concentrate, which is more likely to appeal to adults interested in cooking and food quality. Given the focus on cooking and grocery shopping, the content is likely to attract a slightly higher percentage of female viewers, particularly from the 30s to 40s age range."
PrHpJWxzuyQ,1,0.0,0.2,0.5,0.2,0.1,0.0,0.4,0.6,"This video is likely to appeal to a younger audience, particularly those in their teens and twenties, due to its focus on emotional music and themes of love and relationships. The higher likelihood of female viewers could be attributed to the emotional and introspective nature of the content, which often resonates more with women."
bA4TxDqN9qU,31,0.05,0.15,0.4,0.25,0.1,0.05,0.3,0.7,"This video features poetic and nostalgic themes, which tend to resonate with younger adults in their 20s and 30s who often reflect on their past. Additionally, the lyrical and emotional content may appeal more to female viewers who typically engage with such expressive content."
W7JOZVdeIpc,1,0.05,0.3,0.4,0.2,0.03,0.02,0.4,0.6,"This video includes a lot of musical elements, which are generally more appealing to younger age groups, particularly teenagers and those in their 20s. The higher female viewership prediction is based on the assumption that the musical content may align more with female interests."
UfCQiKs6K94,1,0.05,0.1,0.15,0.25,0.3,0.15,0.35,0.65,"This video features a talent show focusing on music and personal stories, appealing to adults who appreciate traditional music themes. The emotional and familial aspects resonate more with women, especially in the 30 to 40 age range, who are likely to engage with such content."
xArbWEfRM_o,1,0.0,0.0,0.1,0.2,0.4,0.3,0.4,0.6,"This video is likely to attract viewers interested in gardening and plant care, which tends to appeal more to middle-aged and older adults. The detailed product descriptions and focus on plants suggest a slightly higher interest from female viewers who often engage in horticultural activities."
9CF6wwfg4KY,1,0.0,0.05,0.15,0.35,0.3,0.15,0.3,0.7,"This video focuses on daily life and food-related content, which tends to attract viewers who are interested in home lifestyle and cooking, typically women in their 30s and 40s. The casual and conversational tone also suggests an audience that enjoys relaxed and relatable content, often appealing to a slightly older demographic."
Lj8hETY3Aog,1,0.01,0.15,0.25,0.4,0.15,0.04,0.4,0.6,"This video primarily appeals to adults in their 20s to 30s who are interested in food and cooking, especially traditional Korean dishes. The detailed descriptions and excitement around Korean cuisine may attract more female viewers who are often targeted by food content."
kgKKp6E3i5I,1,0.0,0.7,0.2,0.05,0.03,0.02,0.6,0.4,"This video is educational and focuses on basic electrical concepts, making it most appealing to teenagers studying related subjects in school. The gender distribution reflects a slight male preference, as STEM topics often attract more male viewers."
TJlcsw9u3NU,1,0.0,0.05,0.25,0.5,0.15,0.05,0.15,0.85,"This video is focused on crafting with detailed instructions on crochet techniques, which often appeals to a primarily female audience interested in knitting and DIY crafts. The detailed and instructional nature of the video suggests that the primary viewers are likely to be in their 30s, as this age group often has the time and interest in developing such hobbies."
Z-AKvAM5kZc,1,0.01,0.05,0.25,0.35,0.2,0.14,0.3,0.7,"This video focuses on historical narratives and cultural insights, which typically attract viewers with a mature interest in history, particularly women. The storytelling style also suggests a higher appeal to a female audience interested in romance and historical dramas, predominantly in their 30s and 40s."
Yk_Yea5gU1Y,1,0.05,0.4,0.35,0.1,0.05,0.05,0.3,0.7,"This video focuses on a popular K-pop group (BTS), which tends to attract a younger, predominantly female audience. The discussion of albums and concerts is likely to resonate more with teens and young adults."
tCwp6Xog-zU,1,0.0,0.3,0.5,0.15,0.05,0.0,0.2,0.8,"This video focuses on food, specifically a popular snack and instant noodles, which is likely to appeal to younger audiences in their teens and twenties. The informal tone and emphasis on taste and food preparation are likely to attract a predominantly female audience who are interested in cooking and trying new recipes."
CBTb4_ldCG0,1,0.05,0.1,0.25,0.3,0.2,0.1,0.3,0.7,"This video likely appeals to adults who are interested in healthy cooking, which is popular among women aged 20-40. The simplicity and health aspect of the recipe attract a younger audience within this demographic."
fYn8Tb-IqNk,28,0.05,0.1,0.25,0.35,0.2,0.05,0.3,0.7,"This video appeals to an audience interested in animal welfare and nurturing, which tends to attract more female viewers. The detailed and caring approach towards the panda suggests a target audience primarily in their 20s and 30s, who are more likely to engage with such content."
3Lw2961-M7o,1,0.0,0.05,0.15,0.25,0.3,0.25,0.3,0.7,"This video appears to be centered around popular Korean trot music and culture, which is generally more appealing to middle-aged and older audiences, particularly women. The focus on a well-known male trot singer and his experiences suggests a target audience of women in their 30s to 50s who are typical fans of this genre."
AxnmJ6vRug8,1,0.05,0.15,0.3,0.25,0.15,0.1,0.6,0.4,"This video appears to focus on outdoor activities, possibly related to nature or survival skills, which tend to appeal to a younger, more active audience. The informal, conversational tone suggests it might interest a predominantly male audience with a preference for hands-on, practical content."
8DdRfI4rLD4,1,0.05,0.15,0.4,0.25,0.1,0.05,0.4,0.6,This video contains poetic and introspective themes that resonate more with a younger adult demographic interested in arts and culture. The emotional and reflective style may appeal slightly more to women who often engage with content that explores feelings and nostalgia.
jV2-UWnBrKA,1,0.0,0.1,0.4,0.3,0.15,0.05,0.3,0.7,"This video features a basic exercise routine that is likely attractive to young adults and middle-aged viewers who are health-conscious. Women generally show more interest in fitness and wellness content, which may explain the higher female viewership."
zaqVd_pqngs,1,0.05,0.1,0.5,0.3,0.05,0.0,0.7,0.3,"This video appears to be a parody or comedy skit involving popular culture references and humor, which is likely to appeal to a younger audience. The presence of well-known entertainment figures and light-hearted banter suggests a male-dominated viewership, possibly due to the humor style and setting."
PTxxLVjlf78,1,0.05,0.1,0.2,0.25,0.2,0.2,0.4,0.6,"This video likely involves a cultural or religious event, which tends to attract viewers who are slightly older, possibly 30 and above. The content may resonate more with women, as they are often more involved in family and community gatherings."
8Koltf5URok,122,0.0,0.05,0.25,0.4,0.2,0.1,0.4,0.6,"This video appears to be a wedding ceremony or celebration, which often appeals more to adults who have a personal connection to such events, particularly those in their 20s to 40s. Additionally, women tend to engage more with wedding-related content, leading to a slightly higher female viewership prediction."
k9tPnriocOk,1,0.0,0.1,0.3,0.4,0.15,0.05,0.25,0.75,"This video features a romantic theme that resonates well with women, particularly those in their 20s and 30s who often seek or reflect on relationships. The emotional and introspective nature of the content is less appealing to younger audiences and slightly more to middle-aged viewers."
UTwAc8wobvk,1,0.0,0.1,0.5,0.3,0.1,0.0,0.3,0.7,"This video appears to focus on themes of relationships and emotional struggles, which often resonate more with a younger adult audience. The prevalence of music and emotional tones suggests it would appeal more to women."
xqVawYs8rno,1,0.0,0.05,0.1,0.2,0.3,0.35,0.4,0.6,"This video features a concert of a popular trot singer, a genre that traditionally appeals to older audiences, particularly those in their 40s and above. Given the setting and the style of music, it's likely to attract more female viewers who enjoy sentimental and nostalgic performances."
2CY6HYMwVjA,1,0.05,0.15,0.35,0.3,0.1,0.05,0.7,0.3,"This video features a casual and humorous discussion about food, which tends to appeal to younger adults, particularly those in their 20s and 30s. The informal and comedic style of the presentation is likely more attractive to male viewers who enjoy light-hearted content related to cooking and eating."
3DEwJVfrGnU,24,0.0,0.05,0.15,0.2,0.35,0.25,0.7,0.3,"This video discusses detailed and specific political events in South Korea, likely attracting viewers who are highly engaged in political discourse. Middle-aged men are typically more interested in political analysis and commentary, which is reflected in the age and gender distribution."
Fanpr4tV6w0,1,0.05,0.25,0.5,0.15,0.04,0.01,0.4,0.6,"This video focuses on a cooking tutorial with a casual and humorous tone, which often appeals to younger adults who are interested in quick and easy recipes. The mention of specific cultural references and the informal style are likely to attract a slightly higher female audience."
NsXwINWHVoc,1,0.0,0.05,0.1,0.3,0.3,0.25,0.3,0.7,"This video is likely to attract viewers interested in cooking and traditional food preparation, which often appeals to a middle-aged to older audience. The detailed step-by-step cooking process also suggests a higher interest among women."
zOw1czkFfjQ,1,0.0,0.05,0.1,0.25,0.35,0.25,0.4,0.6,"This video is likely to appeal to middle-aged audiences as it discusses health and wellness, topics that are typically more relevant to people in their 30s and 40s. Additionally, the style of conversation and humor seems more targeted towards females, who might find the content more relatable and engaging."
mRspFDjmVgQ,1,0.0,0.1,0.4,0.4,0.1,0.0,0.3,0.7,"This video likely appeals to viewers in their 20s and 30s, as it features casual social drinking and food exploration, activities popular among this age group. The video's relaxed and conversational tone, along with the mention of solo activities, suggests a stronger appeal to female viewers who may relate to the experience shared."
XLJhQYufgw0,1,0.0,0.0,0.05,0.2,0.35,0.4,0.3,0.7,"This video focuses on health benefits and consumption methods of the wild vegetable 'dalrae', which are likely to appeal more to middle-aged and older viewers who are often more health-conscious. Additionally, the emphasis on women's health benefits suggests a higher likelihood of female viewers."
wMjwNLpDOk0,1,0.05,0.15,0.4,0.25,0.1,0.05,0.4,0.6,This video contains repetitive and abstract music that is likely to attract younger audiences who enjoy experimental sounds. The emotional and expressive nature of the music might resonate more with a female audience.
tM6ZZrZS7TM,1,0.7,0.2,0.05,0.03,0.01,0.01,0.4,0.6,"This video predominantly features a family-oriented, child-friendly theme focusing on playful interactions and household chores. Such content is likely to attract a younger audience, particularly children, and their parents, with a slight inclination towards female viewers due to the nurturing and caregiving elements."
gZctFD-bLwY,1,0.0,0.05,0.15,0.4,0.3,0.1,0.2,0.8,"This video focuses on knitting, a hobby predominantly popular among women, particularly those in their 30s and 40s who often have more leisure time. The detailed knitting instructions and mention of specific knitting techniques suggest an audience with prior experience, aligning with an older demographic."
Ypcd791_QLo,1,0.05,0.15,0.25,0.3,0.15,0.1,0.4,0.6,"This video focuses on a young trot singer's career decisions, appealing to both younger and older audiences interested in the music industry. The subject matter concerning family decisions and artistic freedom might draw more attention from female viewers who empathize with such narratives."
qWsrGbhc8zY,1,0.05,0.5,0.3,0.1,0.03,0.02,0.2,0.8,"This video likely appeals to a younger audience, particularly teenagers and young adults, due to its dramatic and emotional content. The high involvement of emotional and romantic themes is typically of greater interest to a female audience, contributing to a higher probability of female viewership."
KDnutl1GCMI,1,0.0,0.01,0.05,0.2,0.4,0.34,0.4,0.6,"This video is likely to attract middle-aged adults who are dealing with chronic pain issues, which is common around 40s and 50s. The detailed medical advice and focus on treatment suggest a slightly higher interest from women, who are often more proactive in managing health concerns."
b8FPb1o0tHM,1,0.0,0.3,0.5,0.15,0.05,0.0,0.4,0.6,"This video is likely to appeal to younger audiences in their teens and twenties due to its casual, humorous, and trendy content style. The content also seems to be more relatable to females, given its focus on topics like diet, fashion, and lifestyle, which are often more popular among women."
iC0XFi8rdSk,1,0.05,0.15,0.4,0.3,0.07,0.03,0.8,0.2,"This video appeals primarily to a younger audience interested in lifestyle and fitness challenges, particularly those in their 20s and 30s. The content's focus on cycling, daily routines, and the humorous, candid narrative style is likely to attract a predominantly male audience."
JkzWe6qaCEA,1,0.0,0.15,0.5,0.25,0.1,0.0,0.1,0.9,"This video features a female-oriented fitness routine focusing on glute exercises, which typically appeals more to women. The energetic content and emphasis on glute transformation suggest that it is likely to be popular among young adults, particularly those in their 20s and 30s."
Njt2Y6SaMy8,1,0.0,0.05,0.15,0.25,0.3,0.25,0.3,0.7,"This video revolves around themes of relationships, personal growth and life experiences, which tend to appeal more to an older audience. Additionally, the emotional and romantic elements, as well as the focus on interpersonal dynamics, seem to resonate more with a female audience."
DqHigU9yvbc,1,0.05,0.15,0.3,0.25,0.15,0.1,0.3,0.7,This video likely appeals to viewers in their 20s and 30s due to its musical and emotional content. The predominant presence of lyrical and emotional themes suggests a higher female viewership.
x02V1a45y0E,1,0.0,0.1,0.3,0.4,0.15,0.05,0.8,0.2,"This video likely appeals to a predominantly male audience interested in DIY and workshop activities, as indicated by the channel's focus on welding and tools. The interest in such content is generally higher among adults in their 20s to 40s, who are more likely to engage in hands-on projects."
rpaC4YlKJqc,1,0.0,0.1,0.2,0.3,0.3,0.1,0.3,0.7,"This video discusses interpersonal relationships, communication, and self-awareness, which are topics more likely to resonate with adults who are navigating personal and professional relationships. Additionally, the focus on language and understanding within relationships might attract more female viewers who are often more interested in relationship dynamics."
H9-dTDcUzdo,1,0.05,0.3,0.45,0.15,0.05,0.0,0.7,0.3,"This video includes aspects of sports and gameplay, which are typically more appealing to younger audiences, particularly those in their teens and twenties. The focus on sports and energetic content suggests a male-dominated viewership."
RECWl3dFu4Y,1,0.0,0.1,0.3,0.3,0.2,0.1,0.3,0.7,"This video features a sentimental song that likely appeals to adults who are nostalgic about past relationships or experiences. The emotional and romantic themes are more likely to resonate with an older audience, particularly women."
xE3KAPNnF7k,1,0.0,0.05,0.1,0.25,0.3,0.3,0.3,0.7,"This video seems to focus on family and domestic life, which often appeals to middle-aged viewers. The manner of speaking and themes suggest a higher likelihood of female viewers who might relate to the content about household management and caregiving."
5G9LNWbVJP4,1,0.05,0.15,0.25,0.3,0.15,0.1,0.6,0.4,"This video likely contains a mix of music and chaotic, random speech patterns, which may appeal to a younger audience that enjoys abstract content. The style and content suggest a slight male dominance, as it may resemble certain meme-oriented or humorous content popular among young men."
OEwcVfp9cog,99,0.0,0.05,0.1,0.25,0.3,0.3,0.4,0.6,"This video appeals to viewers interested in historical narratives and family dramas, which are more popular among adults, especially those aged 30 and above. The storyline's emotional depth and familial themes resonate more with a female audience."
2DrbMduiQCg,27,0.01,0.05,0.1,0.3,0.35,0.19,0.4,0.6,"This video focuses on traditional foraging and cooking techniques, which tend to attract an older audience interested in nature and traditional lifestyles. The content's emphasis on community sharing and wellness might appeal more to women, who often engage in such activities."
BnK9z-NV3tY,17,0.0,0.05,0.1,0.2,0.35,0.3,0.3,0.7,"This video likely appeals to an older audience, especially those familiar with traditional Korean music and culture, as indicated by the mention of '흑산도 아가씨', a classic Korean song. Women might be more interested due to the emotional and nostalgic theme presented in the narrative."
3QiIn8gfLcg,54,0.05,0.1,0.15,0.25,0.25,0.2,0.4,0.6,"This video focuses on nostalgia related to a popular children's character, Pororo, which may attract viewers who grew up watching it. The content also involves discussions on voice acting and entertainment industry experiences, which can appeal to older adults, particularly women interested in these topics."
oD3q4wtZM4A,48,0.0,0.05,0.2,0.4,0.3,0.05,0.3,0.7,"This video focuses on animal rescue and environmental issues, which tend to appeal more to adults with a concern for nature and animal welfare. Women are generally more represented in animal advocacy and welfare content, leading to a higher expected female viewership."
NsaXPaMrgFo,16,0.0,0.05,0.1,0.35,0.4,0.1,0.3,0.7,"This video discusses controversial and sensitive topics related to sex education and gender identity, which are likely to attract more mature audiences, particularly those in their 30s and 40s who are parents. The content may resonate more with women, as it involves child education and parental rights, areas often of higher concern to mothers."
0LhqkL2Sf1c,14,0.0,0.2,0.5,0.3,0.0,0.0,0.1,0.9,"This video primarily focuses on fashion styling tips for skirts, which tends to appeal more to young adult women, particularly those in their 20s and 30s who are fashion-conscious. The emphasis on skirt styling suggests a female-dominated audience interested in fashion trends and outfit coordination."
FJ4xvTOV78E,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Exception
M46OOuDs9nE,33,0.0,0.05,0.1,0.3,0.3,0.25,0.7,0.3,"This video mainly targets individuals interested in farming, particularly pepper cultivation, which is common among older adults who engage in small-scale farming or gardening. The technical and practical nature of the content is more appealing to male viewers who are likely to be involved in the day-to-day agricultural practices."
7xInBge9OM0,18,0.0,0.05,0.25,0.4,0.2,0.1,0.6,0.4,"This video is most likely to attract viewers in their 30s and 40s, as it revolves around travel experiences and restaurant reviews, topics that tend to interest this age group who might have disposable income for travel. The content has a slight male skew due to its logical and informational nature, which might appeal more to male viewers."
Ai5_5D22YCU,380,0.05,0.5,0.3,0.1,0.03,0.02,0.2,0.8,"This video addresses social issues and controversies related to historical figures and beauty standards, which are topics that tend to engage younger viewers, particularly teenagers. The conversational and informal tone, along with the focus on social media dynamics, suggests a higher likelihood of engaging a predominantly young female audience."
XEECO8eCp8A,296,0.1,0.15,0.35,0.3,0.1,0.0,0.2,0.8,"This video primarily appeals to women, particularly those in their 20s and 30s, due to content focused on daily family life and parenting. The conversational and casual style, along with humor and relatable parenting scenarios, aligns with the interests of this demographic."
CFWBzBAigNM,8,0.05,0.15,0.35,0.3,0.1,0.05,0.7,0.3,"This video is likely to attract young adults and middle-aged viewers who are interested in fishing and cooking, particularly those who enjoy outdoor activities and DIY content. The content's focus on fishing techniques and culinary preparation suggests a male-dominant audience, with a significant portion of viewers being in their 20s and 30s."
bU3VRydVtGM,8,0.0,0.1,0.3,0.4,0.15,0.05,0.4,0.6,"This video primarily focuses on domestic and family-related interactions, which tend to appeal to viewers in their 20s to 40s. The narrative includes themes of household management and marriage plans, often engaging a slightly more female audience."
R5em1GuQcMo,9,0.01,0.05,0.2,0.35,0.3,0.09,0.4,0.6,"This video likely attracts viewers interested in traditional crafts and cultural discussions, which tend to be of interest to adults, specifically those in their 30s and 40s. The content may also appeal slightly more to women who are generally more engaged with DIY crafts and culturally rich topics."
dVqYs-7XFSE,18,0.05,0.55,0.3,0.05,0.03,0.02,0.4,0.6,"This video likely appeals to teenagers and young adults due to its playful and nostalgic content. The casual and light-hearted nature of the video is more in line with the interests of younger audiences, and its emphasis on nostalgic elements may also attract a slightly older, yet still youthful demographic."
3DLfMJT5qg8,17,0.0,0.6,0.3,0.1,0.0,0.0,0.1,0.9,"This video involves discussions about body image, social media, and personal relationships, which are topics that generally resonate with a younger female audience. The conversational style and focus on issues like body image suggest it is targeted mainly towards teenage and young adult women."
XGhY3RggXyw,15,0.0,0.05,0.15,0.3,0.3,0.2,0.4,0.6,"This video discusses topics like interpersonal relationships, wisdom, and language, which are more likely to appeal to mature audiences who are interested in self-improvement and personal growth. The nurturing tone and emphasis on empathy may resonate more with female viewers who traditionally show more interest in emotional and relational content."
ewKrBVzWrq8,10,0.0,0.1,0.5,0.3,0.1,0.0,0.1,0.9,"This video primarily focuses on fashion, specifically on styling tips for various clothing items. The detailed discussion of fashion elements and styling appeals more to a female audience, particularly those in their 20s and 30s, who are generally more fashion-conscious."
9r-4CTqnSIY,176,0.2,0.5,0.2,0.05,0.03,0.02,0.7,0.3,"This video is likely to appeal to a younger audience due to its animated format, fast-paced action, and imaginative storyline. The content's focus on battles and adventure is typically more popular among male viewers, particularly in the teenage demographic."
V2hvu4SUbUo,6,0.0,0.05,0.1,0.3,0.35,0.2,0.3,0.7,"This video is likely to appeal to adults interested in family health, gardening, and sustainable living, which are topics more associated with the 30-50+ age range. The emphasis on home gardening and cooking suggests a higher interest among women, who traditionally engage more in these activities."
qam0eqPUxwM,11,0.01,0.05,0.2,0.3,0.3,0.14,0.3,0.7,"This video discusses topics such as music charts and TV shows that are likely to appeal to a middle-aged audience, particularly those who are fans of traditional Korean pop music. The emphasis on specific artists and dedicated fan activities suggests a higher interest among women in their 30s and 40s."
0Us4UfCOnUg,1,0.05,0.1,0.15,0.3,0.25,0.15,0.2,0.8,"This video is likely to appeal more to women, particularly in the 30s and 40s age range, who are typically more interested in cooking and healthy recipes. The focus on a simple, nutritious dish suggests it targets individuals who cook regularly and may be health-conscious."
iXRJdHrM16w,1,0.05,0.5,0.3,0.1,0.04,0.01,0.3,0.7,"This video is likely a music video with romantic and emotional themes, which tend to appeal to younger audiences, particularly teenagers and people in their 20s. Additionally, the emotional and romantic nature of the content might resonate more with female viewers."
nnrMGHSunyA,1,0.0,0.0,0.05,0.15,0.35,0.45,0.6,0.4,"This video is about rural real estate, which typically appeals to older adults interested in property investments or a quieter lifestyle. Therefore, it is likely to attract viewers in their 40s and 50s, with a slight male predominance due to traditional interest patterns in real estate."
nBWNqBs2mmc,1,0.05,0.1,0.2,0.35,0.2,0.1,0.4,0.6,"This video focuses on a niche topic of special cakes made from rice, appealing to food enthusiasts and home bakers. The subject matter is likely to attract a female audience interested in baking and culinary arts, particularly those in the 30s and 40s age range."
JfTX46neK_Y,1,0.0,0.05,0.15,0.35,0.3,0.15,0.25,0.75,"This video focuses on gardening and plant propagation, which tends to appeal more to adult women, particularly those in their 30s and 40s who may be home gardeners. The detailed nature of the content and the personal storytelling style are likely to resonate more with this demographic."
Fywwc9s5B68,1,0.1,0.3,0.4,0.1,0.05,0.05,0.3,0.7,"This video seems to be focused on music content, possibly a music video or a rhythmic audio experience. Younger audiences, particularly females in their teens and twenties, are often more engaged with music content on platforms like YouTube."
bMiFvkT52wA,1,0.2,0.5,0.2,0.05,0.03,0.02,0.4,0.6,"This video appears to be a fantastical and colorful story filled with adventure and emotional depth, which appeals strongly to teenagers and young adults. The narrative's emphasis on friendship and overcoming challenges is likely to resonate more with a female audience."
3NSMO9IIA5c,1,0.1,0.7,0.15,0.03,0.01,0.01,0.6,0.4,"This video likely appeals to teenagers due to its playful and adventurous content focusing on fictional characters and pranks. The humor and fantasy elements may attract a slightly higher male audience, but it is enjoyable for both genders."
-0IRT7WIirI,1,0.0,0.05,0.15,0.3,0.25,0.25,0.6,0.4,"This video likely appeals to viewers interested in historical narratives and moral lessons, which are themes that tend to resonate more with an older audience. Additionally, the detailed recounting of historical strategies and anecdotes might attract a slightly higher proportion of male viewers who have an interest in history and strategy."
oPjoON1ugqU,1,0.05,0.1,0.2,0.25,0.3,0.1,0.6,0.4,"This video appears to primarily feature music and applause, which may appeal to an older audience who appreciates musical performances. The use of music and applause suggests it might attract a slightly more male audience due to possible genre preferences."
fbkixXucdIw,1,0.0,0.3,0.5,0.15,0.05,0.0,0.3,0.7,This video likely attracts a younger audience due to its musical and emotional content that resonates with teenagers and young adults. The higher interest from women may be attributed to the romantic and sentimental theme of the lyrics.
JF3VLPRF_oE,1,0.0,0.1,0.4,0.35,0.1,0.05,0.2,0.8,"This video likely appeals to young adults and middle-aged viewers who enjoy cooking and food content, particularly those interested in mukbang or spicy Korean dishes. The enthusiastic and casual tone may attract more female viewers who enjoy personal and relatable content."
oz2qLU2E8Lo,1,0.05,0.15,0.35,0.25,0.15,0.05,0.3,0.7,"This video likely appeals to viewers who enjoy baking and cooking at home, which tends to include a higher proportion of women. Additionally, the content is straightforward and practical, attracting a wide range of ages, with a slight emphasis on younger adults who enjoy DIY projects."
clQ2uPhFcaY,1,0.0,0.05,0.15,0.3,0.3,0.2,0.2,0.8,"This video appears to be a cooking tutorial, focusing on traditional Korean cooking methods and ingredients. Such content typically appeals to women and individuals aged 30 and above who are likely more interested in cooking and traditional recipes."
jJzw1h5CR-I,0,0.0,0.7,0.2,0.05,0.03,0.02,0.6,0.4,"This video features a dramatic and introspective narrative that is likely to appeal to teenagers who are exploring identity and emotional complexity. The somewhat abstract and philosophical nature of the content may resonate slightly more with males, who might be drawn to its intense thematic elements."
1l5-9ALOwxE,1,0.0,0.01,0.04,0.15,0.35,0.45,0.3,0.7,"This video discusses emotional topics related to dementia, which are likely to resonate with an older audience. The content's focus on family and health concerns may attract more female viewers, who often engage with such topics."
gsUIJjZWGBU,21,0.0,0.1,0.6,0.2,0.08,0.02,0.3,0.7,"This video is likely to appeal to younger adults, especially those in their twenties, due to its focus on budget travel and personal experience sharing. The conversational and explorative style, along with the emphasis on travel and local food, tends to attract more female viewers."
FmvLcI5eu_A,6,0.0,0.05,0.25,0.35,0.25,0.1,0.4,0.6,"This video discusses abstract concepts related to spirituality and self-improvement, which often attract a more mature audience, primarily those in their 30s and 40s. Additionally, the topic's focus on personal growth and philosophical ideas tends to appeal slightly more to women, as they are often more engaged in self-help and introspection content."
xK8p9qIZQ98,8,0.0,0.0,0.1,0.3,0.35,0.25,0.6,0.4,"This video primarily targets middle-aged adults interested in real estate and rural living, which aligns with the interests of those in the 30-50 age range. The content is more likely to attract male viewers due to the technical and investment-oriented nature of the subject matter."
